,date,text,likes,views
70,2024-10-29 12:10:38,"Новая акция Таро✨ Друзья, мы стараемся каждый раз придумывать для вас новые плюшки и интересные акции!  В этом ролике наш Дизайнер рассказала про акцию более подробно! На этот раз при покупке чая Таро вы получите предсказание на день из реальной колоды Таро🧋  Наша цель — увеличить продажи чая и порадовать своих гостей, и она успешно выполняется😎",25,1570
71,2024-10-28 16:25:10,"Дорогие друзья!  Представляем вашему вниманию вкуснейшие вафли от DBТ🧋  4 ярких и сочных вкуса на каждый день, а главное, они прекрасно подойдут к нашим авторским Bubble Tea  Выбирай свой вкус - Ветчина и сыр; - Банан и нутелла; - Вафля со свежими фруктами; - Вафля M&M’s;  Берите друзей, вторую половинку и приходите к нам! Мы вас ждем🫶🏻",15,1383
72,2024-10-25 14:08:30,"Друзья, мы рады представить вам наше мобильное приложение DBT✨   Мы усердно работали над ним около полугода, чтобы сейчас запустить его на все площадки. Доступно для скачивания в AppStore и Play Market🫶🏻 https://dbt.outsource.store/service/QRCode/dbt/all  При регистрации вы получите 200 приветственных баллов на следующую покупку!  Теперь вы сможете заказывать напитки заранее и получать в удобное время в выбранном кафе!🧋  А также копить и отслеживать баллы, которые сможете потратить на нашу продукцию! Там еще много интересного🌸  Уже успели затестить?",16,1843
73,2024-10-23 09:52:35,кажется жиза в глаз попала🥲,136,2269
74,2024-10-22 14:28:50,"Помните тот самый просмотр мультиков после школы? Мы бежали скорее домой, чтобы успеть на них!   А ностальгировать и пересматривать будет приятнее вместе с DBT🩷",24,1529
75,2024-10-21 14:59:07,,37,1879
76,2024-10-18 05:25:00,"Друзья, привет! Представляем вашему вниманию наше осеннее меню🍂🍁  Новые напитки точно попадут вам прямо в сердечко, приходи к нам в DBT!🧡   Удобное кафе по месторасположению сможешь найти в актуальном «Адреса»✨",73,2324
77,2024-10-15 14:47:11,"скидка студентам 15,9%",45,1968
78,2024-10-14 15:09:54,"Получи предсказание от тарологов «double bubble tea»🧋🔮  Рады напомнить вам о нашей новой акцией, которая действует в каждом кафе!✨  В чём заключается суть акции? При заказе «Чая Таро» гостю вместе с напитком будет выдаваться фирменная карта с предсказанием, которую гость сам вытянет из колоды!   Каждая карта выполнена в уникальном дизайне. И говорит о том, что принесет вам этот день 👀  Смотри адреса в актуальных и узнай, какие интересные новости тебя ждут сегодня 🤫",17,1408
79,2024-10-09 10:45:48,"Друзья, теперь вы можете попробовать авторские бабл ти в новых кафе!🥳🧋  ﻿﻿📍Санкт-Петербург ﻿﻿• ТРЦ «Южный полюс» • ТЦ «Родео Драйв» • ТЦ «Академ Парк» • Садовая, 40 • ТЦ «Экопарк»  И мы наконец-то открылись в столице России!✨ 📍Москва • ТЦ «Мозаика» • ТРЦ «Коламбус»  И совсем скоро мы откроемся в Петрозаводске, Казани и Луганске!  Пиши в комментариях, в каком городе больше всего ждешь DBT🫶🏻",6,1497
80,2024-10-09 05:37:43,"Друзья, привет!🧋  Рады представить наше новое открытие в г. Санкт-Петербург, ТЦ «Экопарк»!  Приходи пробовать авторские БаблТи, вместе со своими друзьями! 🔥   🕘 Кафе открыто с 10:00 до 22:00",69,1938
81,2024-10-06 11:29:22,"Конкурс завершен!!!  Друзья, хотим поблагодарить каждого за участие в нашем осеннем конкурсе, но победителя будет всего 3🔥   Перед тем как назовем имена победителей - вы такие у нас креативные😄 Столько ярких идей было сказано вами, столько всего вкусного и необычного!  1 место:  https://www.instagram.com/voskresenskiy.denis?igsh=MWN5MHdvOGwwZWZxZQ== - он отгадал Фисташковую классику!   Поздравляем, именно ты написал правильный ответ первым, и отправляешься 3 ноября на концерт группы «X:IN» ✨   2 место:  https://www.instagram.com/anassiant?igsh=MWJiZzA5bzQ3aHlncw== - ты была ближе всех, и написала Пряная Вишня🍒   3 место:  https://www.instagram.com/dashka0814?igsh=Nm43em9hanUwOGxu - именно ты первой назвала Шоколад с тапиокой🎉   Благодарим каждого за участие, мы уже связываемся с победителями для передачи призов!  Скоро нас ждет еще больше интересных конкурсов, так что, включаем уведомления и ждем❤️",11,1275
82,2024-10-05 13:48:08,"Друзья, привет!🧋  Рады представить наше новое открытие в г. Санкт-Петербург, ТРЦ «Южный Полюс»!  Кафе расположилось на 3 этаже в зоне фуд-корта! Приходи пробовать авторские БаблТи, вместе со своими друзьями! 🔥   🕘 Кафе открыто с 10:00 до 22:00",30,1490
83,2024-10-03 09:46:26,"Друзья, мы уже ждем вас в Москве!  Приходи в ТЦ «Мозаика», мы угостим тебя авторскими бабл ти✨",23,1495
84,2024-10-02 11:20:00,"Получи предсказание от тарологов «double bubble tea»🧋🔮  Рады поделиться с вами нашей новой акцией, которая действует в каждом кафе!✨  В чём заключается суть акции? При заказе «Чая Таро» гостю вместе с напитком будет выдаваться фирменная карта с предсказанием, которую гость сам вытянет из колоды!   Каждая карта выполнена в уникальном дизайне. И говорит о том, что принесет вам этот день 👀  Смотри адреса в актуальных и узнай, какие интересные новости тебя ждут сегодня 🤫",17,1410
85,2024-10-02 09:13:45,"Скитлстрянка.. кхм.. БАБЛТРЯНКА🤘🏻  Если ты попробуешь наши крутейшие авторские бабл ти, то ты точно не сможешь остановиться!✨",92,1768
86,2024-09-26 10:04:44,"Друзья, привет!🧋  Рады представить наше новое открытие в г. Санкт-Петербург, ТЦ «Родео Драйв»!  Кафе расположилось на 3 этаже в зоне Фуд-корта в самом центре зала! Приходи пробовать авторские БаблТи, вместе со своими друзьями! 🔥   🕘 Кафе открыто с 10:00 до 22:00",97,1990
87,2024-09-25 10:25:42,"Друзья! Мы решили подготовить для вас список комедий, которые точно поднимут вам настроение серой и холодной осенью🔥  Сохраняй подборку✨",13,1405
88,2024-09-23 14:42:44,"ЭТО СВЕРШИЛОСЬ😏  Вы очень долго этого ждали.. и теперь мы готовы сказать эту фразу:  «DBT открылся в Москве! Ура!» 🔥  Приходи в ТЦ «Мозаика», чтобы попробовать наши авторские БаблТи🧋  Кафе открыто с 10:00 до 22:00, мы тебя ждем! Ⓜ️Метро: Дубровка",51,2182
89,2024-09-20 10:32:50,"Друзья, привет!  За лето мы сильно выросли и теперь вас будет радовать DBT еще больше!   Ведь скоро мы открываемся в Москве, Казани и Петрозаводске🔥  А еще.. В Санкт-Петербурге открылось более десяти новых точек: • ТРЦ Мега Парнас • ТРК Сити Молл • ТРК Южный Полюс • ТРК Академ-Парк • ТРК Родео-Драйв • ул Садовая, 40  • ул Большая Конюшенная, 1 • Кронверкский проспект, 45  • ул Гончарная, 2 и другие✌🏻  И мы будем расти дальше!  Друзья, в каком городе ждете DBT? Пишите в комментариях✨",19,1309
90,2024-09-19 14:53:35,"Друзья, привет! Мы рады представить вам наше новое кафе!🔥  Кафе находится в ТРК Академ-Парк✌🏻  На 3 этаже на фуд-корте вас ожидает ваш любимый бабл ти! Приходите за вкуснейшими вафлями и конечно нашими крутыми напитками!  Вы уже были на нашей новой локации?🩷",141,1784
91,2024-09-17 12:35:58,"Друзья, мы рады представить вам наше новое Кафе!🧋  Кафе находится по адресу: г. Санкт-Петербург, ул Садовая, 40!  Стильный и светлый интерьер, крутая фотозона с огромным бабл ти и надписью «чай, который ищут все», вкуснейшие вафли и конечно наши крутые напитки!🔥  Пишите в комментариях, как вам от 1 до 10?",61,2060
92,2024-09-16 09:21:49,"Друзья, за это лето наша семья стала намного больше!🧋  Давайте вспомним, где мы открылись ↓  📍Санкт-Петербург: ТРЦ Мега Парнас Сити Молл Большая Конюшенная, 1 Кронверкский проспект, 45 ТРК Южный Полюс ТРК Академ Парк ТРК Родео Драйв  📍Омск: ул Ленина, 5 ТРЦ Мега  И совсем скоро мы откроемся в Москве и Казани❤️ Пиши 🔥 в комментарии, если ждешь!",30,1502
93,2024-09-13 13:20:12,"ИЩЕМ СОТРУДНИКОВ В СТРЕМИТЕЛЬНО РАСТУЩУЮ КОМПАНИЮ - double bubble tea🧋  Те, кто давно за нами следят, знают, что мы каждый месяц открываем новые локации не только в Санкт-Петербурге, но и по всей стране🌎  Именно поэтому мы всегда находимся в поиске сотрудников. Но что вы получите устроившись к нам?👇🏻  ﻿﻿﻿1. 3П от 80.000📈 ﻿﻿﻿2. Гибкий график. Это даст вам возможность управлять своим временем более эффективно. ﻿﻿﻿3. Работа недалеко от дома  Ответы на все вопросы и более подробная информация по номеру: +7(912) 700-45-37",6,1274
94,2024-09-12 12:07:33,желаем и вам такой экономии😂,33,1756
95,2024-09-10 12:17:23,уже совсем скоро 🤫,39,1965
96,2024-09-09 10:31:21,,39,1801
97,2024-09-06 10:36:54,,37,1802
98,2024-09-05 11:42:17,,36,1738
99,2024-09-03 09:30:00,"Гонконгские вафли в double bubble tea - это не только сытный перекус, но и возможность попробовать что-то новое! 🧇  Это невероятно вкусный и популярный десерт, который стал знаковым блюдом Гонконга  Но в «DBT» вафли подаются не только как десерт! В нашем меню они могут быть и сытными, с ветчиной или лососем🍣  В вафли добавляется только свежая и натуральная продукция!🍌🥝  Смотри адреса кафе в актуальных и приходи пробовать✨",11,1462
100,2024-09-01 09:34:11,,14,1656
101,2024-08-30 09:03:38,,38,1825
102,2024-08-29 16:05:12,скидывай своему коллеге 😂😂😂,24,1575
103,2024-08-28 09:40:00,"Совсем скоро 1 сентября!📚🔔  А это значит, что мы подготовили для вас подборку напитков DBT, которые вы можете взять с собой на уроки✨  Забегай к нам перед учёбой, адреса кафе «double bubble tea» смотри в актуальных!🧋",14,1395
104,2024-08-27 10:26:31,,23,1352
105,2024-08-26 13:46:38,что думаете?🤔,20,1761
106,2024-08-23 09:58:57,Идея для фото с авторскими напитками от «double bubble tea»🧋✨  Сможешь повторить?),23,1457
107,2024-08-22 09:15:00,Адреса кафе «double bubble tea» смотри в актуальных!🧋✨,13,1886
108,2024-08-21 09:52:14,"Друзья, мы рады представить вам наше новое Кафе! 🪩✨  Кафе находится по адресу Кронверкский проспект 45, станция метро Горьковская!  Стильный и светлый интерьер, крутая фотозона с качелями, вкуснейшие вафли и конечно наши крутые напитки! 🧋  Пишите в комментариях, как вам от 1 до 10?",56,1383
109,2024-08-20 09:41:00,"Друзья, на связи команда Double Bubble tea!   Лето совсем скоро подойдет к концу, мы надеемся, вы уже успели насладится теплыми днями, прогулками с друзьями и нашими напитками?🪩✨  Наверняка за это лето, у вас накопилось множество классных фотографий и ярких моментов? У нас их полно!   А чтобы закрепить все эти моменты, мы с командой советуем распечатать ваши фотографии у наших друзей [club68060037|Boft]😍   BOFT — это автоматы для печати приятных воспоминаний с телефона или из социальных сетей. Времена меняются - как и компания, теперь можно печатать фото не только из инстаграм, но и сразу из фотопленки! Стоять в очереди у автомата, выбирая фотографии, тоже больше не нужно — добавляйте фотографии в заказ на сайте и забирайте в ближайшем автомате.  Ну не чудо ли?✨  Так что берите друзей, печатайте совместные фотокарточки и наслаждайтесь любимыми напитками!",9,1356
110,2024-08-20 08:10:06,"такое солнышко как ты, мы рады видеть каждый день!🧋🫶🏻   дарим скидку студентам -15,9% 🤯",105,1508
111,2024-08-19 14:05:22,от нас не сбежишь!😂🧋,38,1314
112,2024-08-19 10:05:44,ну и зачем так обманывать? 😭,302,2011
113,2024-08-15 14:54:27,пов: твой первый рабочий день😂,93,1961
114,2024-08-14 10:52:15,"Друзья, мы открыли новое кафе в самом центре Петербурга, на большой Конюшенной 1✨   Помещение получилось светлым и интересным за счет большого количества цветов и кирпича. Есть свои посадочные зоны, яркие вывески, и большая барная зона.   Также отметим локацию, тут огромный поток туристов и жителей города, рядом находятся дорогие бутики и всем известный ДЛТ. Так что это кафе точно не останется без внимания🪩   Новое кафе в новом дизайне, что может быть лучше? Правильно, 2 новых кафе в новом дизайне, но про них расскажем совсем скоро 🔜",85,1640
115,2024-08-12 09:33:09,"Как говориться, слово гостя - закон 😂🧋  не смеем отказывать)",40,1555
116,2024-08-07 10:22:32,"Гонконгские вафли определённо любимое блюдо наших гостей! 🧇✨  Это невероятно вкусный и популярный десерт, который стал знаковым блюдом Гонконга  Но в «DBT» вафли подаются не только как десерт! В нашем меню они могут быть и сытными, с ветчиной или лососем 🍣  В вафли добавляется только свежая и натуральная продукция!🍌🥝  Смотри адреса в наших актуальных и приходи пробовать 💓  p.s. аж слюнки текут!",16,1805
117,2024-08-06 11:23:12,"безотходное производство 😂  DBT - место, где готовят авторский  бабл ти и гонконгские вафли для весёлых компаний!  скидка студентам -15,9%",23,1708
118,2024-08-05 11:55:30,,25,1939
119,2024-08-02 10:20:52,"парни, жиза?😂😂😂 скидывай своей любимой девушке!",25,2235
120,2024-08-01 09:27:00,"ИЩЕМ СОТРУДНИКОВ В СТРЕМИТЕЛЬНО РАСТУЩУЮ КОМПАНИЮ - double bubble tea🧋  Те, кто давно за нами следят, знают, что мы каждый месяц открываем новые локации не только в Санкт-Петербурге, но и по всей стране🌏  Именно поэтому мы всегда находимся в поиске сотрудников! Но что вы получите устроившись к нам? 👇🏼  1. ЗП от 80.000 📈 2. Гибкий график. Это даст вам возможность управлять своим временем более эффективно. 3. Работа недалеко от дома  Ответы на все вопросы и более подробная информация по номеру:  +7(912) 700-45-37",5,1661
121,2024-07-29 09:20:09,"Кажется, им очень понравилось🤭😅   Ведь наше кафе идеально, чтобы удивить своих близких гонконгскими вафлями и бабл ти🧋🧇",162,2641
122,2024-07-26 11:05:33,"Думаете это было лучшим свиданием в его жизни?😂  Мы уверены, что да!  Ведь наше кафе идеально, чтобы удивить свою любимку гонконгскими вафлями и бабл ти🧋🧇",38,1951
123,2024-07-25 09:32:18,"Девочки, я же всё правильно поняла?😅",15,1977
124,2024-07-23 09:50:42,"А вы знали, что напитки нужно взбалтывать? Но не все, а только те, что запечатаны плёнкой🤫  Бариста в @doublebubble_spb помогут с выбором, ведь выбор напитков у нас большой!🧋💓",67,1929
125,2024-07-22 10:15:00,"На связи команда DBT 🪩 Мы хотим вам напомнить, что каждый из вас может стать частью нашей семьи - открыть свое собственное кафе DBT! 🧋  Да, мы продаем нашу франшизу и каждый сможет открыть собственное кафе. Для большей информации, переходи в наш инстаграм аккаунт @dbt_franchise или к нам на сайт, в разделе ФРАНШИЗА, уже есть ответы на все вопросы✨  double bubble tea - тот самый чай с шариками, который ищут все!",3,1660
126,2024-07-19 09:34:03,"Мужчины, хватит быть такими серьёзными! Заходите к нам за хорошим настроением в вкуснейшим бабл ти🧋💓  📎 адреса уже в актуальных",66,2083
127,2024-07-18 09:10:26,"VK FEST 2024 Друзья, совсем недавно в Петербурге прошел ВК Фест, на котором мы принимали участие🔥  Это самое масштабное событие каждого лета!   За 2 дня фестиваля к нам пришло 3.142 человека, а продали мы 5.556 стаканчиков!  Очередь в наше кафе не утихала, с самого утра и до самого вечера.  Гости, блогеры, участники, инфлюенсеры - выбирали нас!  Мы хотим поблагодарить всю нашу команду, кто трудился эти 2 дня! Это было сильно здорово❤️  Хотим поблагодарить наших гостей, кто поддерживал нас и приходил за любимыми напитками! ❤️   Ну что, в следующем году встретимся снова?  #баблти #баблтипитер #бобати #бобатипитер #кафепитер #вкуснопитер #даблбабл #даблбаблти #bobatea #bubbletea #bubbletearussia #bubbleteamoscow #doublebubbletea #кафемосква",12,1997
128,2024-07-17 09:38:35,"И как их называть друзьями после такого?😅 Приходите одни, у нас самые дружелюбные бариста!  скидка студентам -15,9%",49,2144
129,2024-07-16 12:24:10,"Друзья, теперь вы можете попробовать авторские бабл ти в новых кафе! 🎉🧋  📍Санкт-Петербург • ТРЦ «МЕГА Парнас», 1 этаж  🚇 «Парнас»  • Коломяжский пр., 17к2 ТРК «Сити Молл» 🚇 «Пионерская»  📍Саратов • ул. имени Сакко и Ванцетти, 65  📍Омск  • ул. Ленина, 5  «double bubble tea» - всегда вам рады 🧋✨",10,1617
130,2024-07-15 09:30:24,Всегда рады видеть вас в @doublebubble.spb 🧋✨,26,1908
131,2024-07-14 14:56:05,"📍НАШИ АДРЕСА:   • ул. Гороховая, 12 🚇 «Адмиралтейская»  • ул. Ломоносова, 12/66 🚇 «Достоевская»  • ул. Марата, 3 🚇«Maяковская»  • Брантовская дорога, 3 ТРК «Охта Молл» 🚇 «Новочеркасская»  • ул. Бухаресткая, 30/32 ТРК «Континент» 🚇 «Бухарестская»  • ул. Савушкина, 141 ТРЦ «Меркурий» 🚇 «Беговая»  • ул. Планерная, 59 TЦ «LEO MALL» 🚇 «Комендантский проспект»  • пр. Стачек, 99 ТРК «Континент» 🚇 «Автово»  • Пулковское ш., 25, корп. 1 ТРК «Лето» 🚇 «Московская»  • просп. Просвещения, 80, корп. 1 ТЦ «Прометей» 🚇 «Гражданский проспект»  • Полюстровский просп., 84 ТЦ « Европолис» 🚇 «Лесная»  • Проспект Энгельса ТРЦ «МЕГА Парнас», 1 этаж 🚇 «Парнас»  • Коломяжский пр., 17к2 ТРК «Сити Молл» 🚇 «Пионерская»  🎉г. Саратов🎉 • ул. имени Сакко и Ванцетти, 65  🎉 г. Омск 🎉 • ул. Ленина, 5  Приходите за самыми вкусными BUBBLE ТЕА из натуральных ингредиентов🧋 Ждём вас!💓",7,1973
132,2024-07-12 11:59:46,"ОТКРЫТИЕ В ОМСКЕ🔥   Друзья, рады сообщить что в городе Омск по адресу улица Ленина, 5 открылось наше новое кафе✨  Теперь и там вы сможете пить ваши любимые Bubble Tea, и наслаждаться горячими вафлями вместе с DBT❤️🍒  А с 12 июля по 14 июля скидка 20% на все наши напитки!  Так что это отличная возможность взять с собой друзей, напитки и идти гулять!   Ждем вас в Омске, улица Ленина дом 5.",14,1921
133,2024-07-12 09:00:00,"Надо говорить смело: «Да, было…»🤣😂",51,2265
134,2024-07-10 08:51:05,Всегда рады видеть вас в @doublebubble.spb 🧋✨,32,1813
135,2024-07-08 12:06:09,"Иногда нужно дать волю эмоциям и позволить им выбрать свой DBT🔥 Расскажите в комментариях, какие эмоции ассоциируются у вас с нами?   А мы всегда испытываем радость, когда вы заглядываете к нам по адресам: 🍒ул. Гороховая, 12 🚇 «Адмиралтейская»  🍌ул. Ломоносова, 12/66 🚇«Достоевская»  🍏ул. Марата, 3 🚇«Маяковская»  🫐Брантовская дорога, 3 ТРК «Охта Молл» 🚇«Новочеркасская»  🍋ул. Бухаресткая, 30/32 ТРК «Континент» 🚇 «Бухарестская»  🍉ул. Савушкина, 141 ТРЦ «Меркурий» 🚇«Беговая»  🥭ул. Планерная, 59 ТЦ «LEO MALL» 🚇«Комендантский проспект»  🍍пр. Стачек, 99 ТРК «Континент» 🚇«Автово»  🍇Пулковское ш., 25, корп. 1 ТРК «Лето» 🚇«Московская»  🍐просп. Просвещения, 80, корп. 1 ТЦ «Прометей» 🚇«Гражданский проспект»  🥥Полюстровский просп., 84 ТЦ «Европолис» 🚇«Лесная»  🍋‍🟩Проспект Энгельса ТРЦ «МЕГА Парнас», 1 этаж 🚇 «Парнас»",93,2570
136,2024-07-07 09:00:52,"Готовы ждать вас целую вечность😅  «DBT» - самая крупная сеть бабл ти в Санкт-Петербурге ⭐️  скидка студентам -15,9%",21,1621
137,2024-07-05 09:00:50,"Как говориться, просьбы гостей - закон 😂🧋  не смеем отказывать!",38,1958
138,2024-07-04 09:00:30,"приходите к нам с вашими кошельками😂💓  DBT - место, где готовят авторский  бабл ти и гонконгские вафли для весёлых компаний!  скидка студентам -15,9%",22,1593
139,2024-07-02 09:00:00,"Не знаем, что мы любим больше:  звёзд или их приятные отзывы, которые они оставили о нашем кафе 🫢  Читай, вдохновляйся и приходи к нам в double bubble tea!🧋✨  // Пэрис Хилтон обещала заскочить на следующей неделе, ждем)  #баблти #баблтипитер #бобати #бобатипитер #кафепитер #вкуснопитер #даблбабл #даблбаблти #bobatea #bubbletea #bubbletearussia #bubbleteamoscow #doublebubbletea #кафемосква",21,1875
140,2024-07-01 09:00:26,"лайк, если было😂😂😂",29,1577
141,2024-06-30 11:25:08,"Спасибо всем, кто был с нами в этот прекрасный день💓✨  НО ЭТО БЫЛ ТОЛЬКО ПЕРВЫЙ ДЕНЬ! И мы продолжаем🔥  Приходите и отрывайтесь вместе с нами на VK Fest 🪩🧋",29,1515
142,2024-06-28 09:48:49,"📍НАШИ АДРЕСА:  • ул. Гороховая, 12 🚇 «Адмиралтейская»  • ул. Ломоносова, 12/66 🚇«Достоевская»  • ул. Марата, 3 🚇«Маяковская»  • Брантовская дорога, 3 ТРК «Охта Молл» 🚇«Новочеркасская»  • ул. Бухаресткая, 30/32 ТРК «Континент» 🚇 «Бухарестская»  • ул. Савушкина, 141 ТРЦ «Меркурий» 🚇«Беговая»  • ул. Планерная, 59 ТЦ «LEO MALL» 🚇«Комендантский проспект»  • пр. Стачек, 99 ТРК «Континент» 🚇«Автово»  • Пулковское ш., 25, корп. 1 ТРК «Лето» 🚇«Московская»  • просп. Просвещения, 80, корп. 1 ТЦ «Прометей» 🚇«Гражданский проспект»  • Полюстровский просп., 84 ТЦ «Европолис» 🚇«Лесная»  • Проспект Энгельса ТРЦ «МЕГА Парнас», 1 этаж 🚇 «Парнас»  🎉Саратов🎉 • ул. имени Сакко и Ванцетти, 65  Приходите за самыми вкусными BUBBLE ТЕА из натуральных ингредиентов🧋 Ждём вас💗",15,2368
143,2024-06-28 09:00:49,"такое солнышко как ты, мы рады видеть каждый день!🧋🫶🏻   дарим скидку студентам -15,9% 🤯",23,1651
144,2024-06-27 09:00:17,что не так в этом ролике?🤔😂,16,1583
145,2024-06-25 09:00:01,"Лучший подарок для любителей бабл ти - сертификат в DBT !🧋✨  Чтобы порадовать своих близких и приобрести его, нужно всего лишь прийти в любую точку кафе «double bubble tea»🫶🏻  📍Адреса смотри в наших актуальных!  #баблти #баблтипитер #бобати #бобатипитер #кафепитер #вкуснопитер #даблбабл #даблбаблти #bobatea #bubbletea #bubbletearussia #bubbleteamoscow #doublebubbletea #кафемосква",13,1698
146,2024-06-24 09:00:38,делись роликом со своей любимой коллегой😂🧋,29,1798
147,2024-06-23 09:00:59,"ИЩЕМ СОТРУДНИКОВ В СТРЕМИТЕЛЬНО РАСТУЩУЮ КОМПАНИЮ - double bubble tea🧋  Те, кто давно за нами следят, знают, что мы каждый месяц открываем новые локации 🌏  Поэтому мы всегда находимся в поиске сотрудников! Но что вы получите устроившись к нам? 👇🏼  1. ЗП от 80.000 📈 2. Гибкий график. Это даст вам возможность управлять своим временем более эффективно. 3. Работа недалеко от дома   Хочешь к нам? Звони: +7(912) 700-45-37",46,2218
148,2024-06-22 09:00:00,"Впервые делимся об этом здесь🫢  Друзья, в DBT вы можете попробовать не только авторские напитки и гонконгские вафли!🧋🧇  В каждом кафе есть стеллаж, на котором можно найти:   - Сумочки для бабл ти и другие различные аксессуары: очки со стразами, шопперы и даже кепки с ушками 🧢✨  - Японские сладости: лапша, чипсы, напитки, палочки pocky, моти и многое другое   Приходи к нам в @doublebubble.spb У нас ты точно сможешь попробовать что-то новое!🪩✨  #баблти #баблтипитер #бобати #бобатипитер #кафепитер #вкуснопитер #даблбабл #даблбаблти #bobatea #bubbletea #bubbletearussia #bubbleteamoscow #doublebubbletea #кафемосква",9,1571
149,2024-06-20 12:26:55,"Мы работаем не только над качеством нашей продукции и пробуем новое, но и также пробуем себя в разном контенте✨   Наша задача, делать круто, не важно, что это, будто напиток, контент или наша франшиза💞   Франшиза ДБТ - это идеальная возможность открыть свой первый трендовый бизнес.  Мы будем помогать на всех этапах открытия и конечно, будем рядом после.   Ты с нами?) Подробности смотри на нашем сайте, он закреплен в шапке профиля😉",34,1800
150,2024-06-19 09:00:30,"Жаль конечно этого бедняка…  Хотя, нет! Ведь в [club211546455|DOUBLE BUBBLE TEA] самые лучшие условия для работы📈  Читай наш последний пост и убедись в этом сам!🧋✨",22,1732
151,2024-06-18 10:40:17,Мимо нас не пройдешь!😂😂😂  Ведь в нашем меню более 50 напитков бабл ти на любой вкус!🧋🔥,217,2253
152,2024-06-17 09:01:03,"Девочки, а как бы вы отреагировали на такое заявление?😂  Ролик снят в @doublebubble.spb по адресу:  📍ул. Марата 3   Приходите за самым вкусным бабл ти ✨🧋",69,1883
153,2024-06-15 09:00:41,"Забавно, что этот ролик идет после поста о поиске сотрудников😂😂😂  Но это всего лишь юмор! А если хочешь устроиться к нам, то переходи в профиль и читай новый пост🧋💬",66,2574
154,2024-06-14 09:00:05,"ИЩЕМ СОТРУДНИКОВ В СТРЕМИТЕЛЬНО РАСТУЩУЮ КОМПАНИЮ - double bubble tea🧋  Те, кто давно за нами следят, знают, что мы каждый месяц открываем новые локации не только в Санкт-Петербурге, но и по всей стране🌏  Именно поэтому мы всегда находимся в поиске сотрудников! Но что вы получите устроившись к нам? 👇🏼  1. ЗП от 80.000 📈 2. Гибкий график. Это даст вам возможность управлять своим временем более эффективно. 3. Работа недалеко от дома  Ответы на все вопросы и более подробная информация по номеру:  +7(912) 700-45-37  // Или пиши нам в Direct 💬",13,1595
155,2024-06-13 10:05:43,,31,1914
156,2024-06-13 09:54:01,,43,1902
157,2024-06-11 09:11:58,"Листай нашу подборку летних напитков, которые перенесут тебя в другие страны!🤔☀️  Почему мы сделали такой выбор? 👇🏼  Ягодный вайб - напоминает Испанию, город Барселону. Такой же разносторонний и яркий!✨  Гималайский айс ти - перенесет вас на острова Индонезии, где кругом Серф, пляж и счастливые люди)  Дабл айс карамель - перенесет вас в Нью-Йорк. Такой же холодный, но безумно вкусный🧋  Чай Таро - такой же новый и необычный, как первая поездка в Японию🐼  Классика с Тапиокой - а она перенесет вас в самые тёплые воспоминания, прямо в double bubble tea🪩🍃  Пиши в комментарии, какая твоя любимая страна!🌎  #баблти #баблтипитер #бобати #бобатипитер #кафепитер #вкуснопитер #даблбабл #даблбаблти #bobatea #bubbletea #bubbletearussia #bubbleteamoscow #doublebubbletea #кафемосква",11,1454
158,2024-06-07 09:00:14,,30,1671
159,2024-06-06 09:00:09,,24,1982
160,2024-06-05 09:00:16,,50,2368
161,2024-06-04 09:00:38,,22,1740
162,2024-06-03 09:00:02,,41,2025
163,2024-06-01 09:37:41,"НАКОНЕЦ-ТО ЛЕТО! ☀️🧋  Давайте вспомним самые яркие праздники, которые ждут нас в эти жаркие месяца?🔥  Лето начинается с такого светлого праздника, как Международный день защиты всех детей 🤍  ▫️9 июня – Международный день друзей ▫️27 июня – День молодёжи России ▫️28 июня - Алые Паруса ▫️6 июля - Всемирный день поцелуя🥹 ▫️ 8 июля - Всероссийский день семьи, любви и верности  Желаем вам бесконечного веселья этим летом! А хорошо провести время с друзьями вы сможете в DBT🧋🪩  #баблти #баблтипитер #бобати #бобатипитер #кафепитер #вкуснопитер #даблбабл #даблбаблти #bobatea #bubbletea #bubbletearussia #bubbleteamoscow #doublebubbletea #кафемосква",8,1480
164,2024-05-31 09:00:23,,16,1719
165,2024-05-30 09:00:29,,18,1572
166,2024-05-29 09:00:32,,15,1592
167,2024-05-28 10:27:45,,18,1745
168,2024-05-26 09:00:15,,13,1538
169,2024-05-24 09:00:29,,15,1553
170,2024-05-23 09:48:44,Листай карусель! 🪩  А где найти эти вкуснейшие бабл ти смотри в актуальном: «адреса» 🧾  #баблти #баблтипитер #бобати #бобатипитер #кафепитер #вкуснопитер #даблбабл #даблбаблти #bobatea #bubbletea #bubbletearussia #bubbleteamoscow #doublebubbletea #кафемосква,66,2592
171,2024-05-22 10:14:19,,20,1505
172,2024-05-21 09:20:21,"Друзья, хотим напомнить вам, что совсем недавно у нас открылась новая точка в Петербурге!🧋✨  С каждым годом наша сеть расширяется по всей стране, чему мы очень рады!  Всего за 2 года мы открыли 12 кафе с авторскими напитками и вкуснейшими гонконгскими вафлями🧇🍃  Новая точка находится по адресу: Охта Молл - Брантовская дорога 3 Ⓜ️ Новочеркасская  Тот самый чай с шариками, который ищут все!",12,1524
